RowNumber,CustomerId_b,CreditScore_b,Tenure_b,Balance_b,NumOfProducts_b,HasCrCard_b,IsActiveMember_b,Exited_b,Known
4999,15792916,559,7,144470.77,1,1,1,0,No
5000,15710408,584,3,0,2,1,1,0,No
5001,15598695,834,9,130169.27,2,0,1,0,No
5002,15649354,754,4,0,2,1,1,0,No
5003,15737556,590,7,81076.8,2,1,1,1,No
5004,15671610,740,7,0,1,1,1,0,No
5005,15625092,502,3,101465.31,1,1,0,1,No
5006,15741032,733,5,0,1,0,1,0,No
5007,15750014,755,0,113865.23,2,1,1,0,No
5008,15784761,554,7,87603.35,3,0,1,1,No
5009,15768359,534,4,120037.96,1,1,0,0,No
5010,15805769,656,4,0,2,1,0,0,No
5011,15719508,575,7,121205.15,4,1,1,1,No
5012,15609011,480,8,75408.33,1,1,0,1,No
5013,15703106,575,5,0,2,1,1,0,No
5014,15626795,672,3,0,1,1,0,1,No
5015,15773731,758,5,0,2,0,0,0,No
5016,15756196,682,6,121818.84,2,0,1,0,No
5017,15687903,501,8,0,2,1,0,0,No
5018,15777599,746,6,141806,2,1,1,0,No
5019,15754577,556,8,61354.14,1,1,0,1,No
5020,15584113,823,4,124954.94,1,0,1,1,No
5021,15669589,491,1,95039.12,1,0,1,1,No
5022,15632793,638,9,103417.74,1,1,1,0,No
5023,15711130,734,2,0,2,1,0,0,No
5024,15615254,555,10,43028.77,1,1,0,0,No
5025,15720583,745,0,119638.21,1,1,1,1,No
5026,15780432,728,3,122689.51,2,0,0,1,No
5027,15673223,626,10,0,2,0,0,0,No
5028,15807989,681,8,73179.34,2,1,1,0,No
5029,15761168,478,4,171913.87,1,1,0,1,No
5030,15651272,709,5,0,2,1,1,0,No
5031,15812832,562,8,92659.2,2,1,0,0,No
5032,15680517,769,7,137239.17,1,1,1,1,No
5033,15750569,684,3,102955.14,2,1,0,0,No
5034,15690743,536,8,65190.29,1,1,1,1,No
5035,15627741,631,2,96863.52,2,1,1,0,No
5036,15712121,657,5,154983.98,1,1,0,0,No
5037,15805429,699,3,106819.65,1,0,1,0,No
5038,15814923,606,7,128578.52,1,1,1,0,No
5039,15589230,612,2,126473.33,1,0,1,0,No
5040,15775490,660,5,110570.78,2,1,0,0,No
5041,15749727,829,7,0,2,0,1,0,No
5042,15619238,567,8,0,2,1,0,0,No
5043,15593468,850,3,0,2,1,1,0,No
5044,15718454,712,2,0,2,0,0,0,No
5045,15789498,562,3,111099.79,2,0,0,0,No
5046,15744691,755,3,0,3,1,0,0,No
5047,15708289,793,3,100913.57,1,0,0,0,No
5048,15790412,471,8,0,2,1,1,0,No
5049,15741416,707,2,16893.59,1,1,1,0,No
5050,15598894,784,10,122267.85,1,0,0,0,No
5051,15663294,703,1,125685.79,1,1,1,0,No
5052,15572728,704,8,127397.34,1,1,0,0,No
5053,15706729,662,0,105271.56,1,0,1,0,No
5054,15674433,636,2,115265.14,1,0,0,0,No
5055,15641170,640,4,0,1,0,0,0,No
5056,15806284,739,1,0,2,1,1,0,No
5057,15690958,767,2,139542.82,1,0,1,0,No
5058,15606386,753,3,111512.75,3,1,0,1,No
5059,15682322,714,9,148466.93,2,0,1,0,No
5060,15579915,707,4,0,2,1,0,0,No
5061,15681928,577,4,108155.49,1,1,0,0,No
5062,15734005,633,1,0,2,1,0,0,No
5063,15650432,849,10,84622.13,1,1,1,0,No
5064,15592578,614,7,146997.64,2,0,0,0,No
5065,15671243,558,9,0,2,1,0,0,No
5066,15775709,832,10,98590.25,1,1,0,0,No
5067,15702631,567,2,0,2,1,1,0,No
5068,15602282,587,8,134980.74,1,1,1,1,No
5069,15717879,712,5,108078.56,1,1,1,0,No
5070,15740878,655,9,0,2,0,1,0,No
5071,15794468,641,6,0,2,0,0,0,No
5072,15773277,676,5,106836.67,2,1,0,0,No
5073,15572657,472,8,102490.27,1,0,1,0,No
5074,15800295,644,9,112746.54,2,0,0,0,No
5075,15672397,598,0,125487.89,1,0,0,0,No
5076,15684921,792,8,142862.21,1,1,1,0,No
5077,15720676,700,7,0,2,1,0,0,No
5078,15731829,616,10,0,2,1,0,0,No
5079,15732672,743,6,79388.33,1,1,1,0,No
5080,15692406,427,5,0,2,1,1,0,No
5081,15764405,731,10,0,2,1,1,0,No
5082,15757537,610,6,107784.65,1,1,1,0,No
5083,15793307,724,4,142880.28,3,0,0,1,No
5084,15660679,653,9,149571.94,1,1,0,0,No
5085,15666856,774,1,142767.39,1,1,1,0,No
5086,15687372,547,8,121537.71,2,1,0,1,No
5087,15667289,719,2,0,2,0,0,0,No
5088,15624641,740,9,0,1,1,0,1,No
5089,15734610,543,4,89838.71,3,1,0,1,No
5090,15631882,688,9,103399.87,1,0,0,0,No
5091,15642709,474,9,0,2,0,0,0,No
5092,15811026,505,5,136855.94,2,1,0,0,No
5093,15596303,688,0,0,2,1,0,1,No
5094,15787255,650,2,140891.46,3,1,1,1,No
5095,15617166,610,0,0,1,1,0,0,No
5096,15742442,705,5,89364.91,1,0,1,0,No
5097,15758692,669,7,146011.4,1,0,0,0,No
5098,15568238,650,8,0,2,1,1,0,No
5099,15730353,550,9,145294.08,2,1,0,0,No
5100,15731555,595,9,106000.12,1,0,0,1,No
5101,15582404,572,5,0,2,1,0,0,No
5102,15721462,622,2,0,2,1,1,0,No
5103,15632899,662,9,104508.77,2,0,0,0,No
5104,15808526,783,3,127539.3,1,1,1,1,No
5105,15694349,714,7,0,1,0,1,0,No
5106,15718465,671,3,96891.46,1,1,0,1,No
5107,15682995,600,1,78535.25,1,1,0,0,No
5108,15584776,847,9,112712.17,1,1,0,0,No
5109,15777772,650,9,119618.42,1,1,1,0,No
5110,15576156,710,6,0,1,1,0,0,No
5111,15646756,682,8,74963.5,1,1,1,0,No
5112,15742886,642,1,138023.79,2,0,1,0,No
5113,15586135,536,4,0,1,1,1,0,No
5114,15616152,754,1,185513.67,1,1,0,0,No
5115,15721460,678,8,185648.56,1,0,0,1,No
5116,15727317,533,1,102286.6,3,1,0,1,No
5117,15649536,741,4,128015.83,1,1,0,0,No
5118,15754929,757,10,39539.39,2,0,0,0,No
5119,15572051,721,3,0,1,1,1,0,No
5120,15668142,700,3,77608.46,2,1,1,0,No
5121,15701176,663,5,141462.13,1,1,0,0,No
5122,15708422,677,0,0,2,0,0,0,No
5123,15655632,655,2,131691.33,1,1,0,0,No
5124,15744606,832,8,93833.86,1,0,1,0,No
5125,15612140,721,7,137933.39,1,1,1,0,No
5126,15656086,542,8,105770.14,1,0,1,1,No
5127,15655298,654,5,0,2,0,1,0,No
5128,15644796,821,8,0,2,0,1,1,No
5129,15726250,508,3,166328.65,2,0,1,0,No
5130,15764432,588,2,164307.77,1,1,0,0,No
5131,15631721,691,9,163965.69,2,0,1,0,No
5132,15707479,664,7,125608.72,1,1,0,0,No
5133,15579826,439,9,0,1,1,0,0,No
5134,15668104,479,6,118433.94,1,0,1,0,No
5135,15641604,850,10,98488.08,1,1,0,1,No
5136,15587240,518,4,0,2,0,1,0,No
5137,15680767,717,10,98362.35,2,1,1,0,No
5138,15601594,698,6,144237.91,4,1,0,1,No
5139,15589969,850,6,0,1,0,1,0,No
5140,15703728,700,4,0,1,1,0,1,No
5141,15617790,626,4,105767.28,2,0,0,0,No
5142,15662500,774,9,0,2,1,0,0,No
5143,15778526,719,5,0,2,0,0,0,No
5144,15670584,646,2,0,1,1,1,1,No
5145,15748069,485,3,134467.26,1,1,1,0,No
5146,15680597,784,1,138515.02,1,1,1,0,No
5147,15628992,850,2,128647.98,2,0,0,0,No
5148,15719624,669,9,121858.98,1,1,0,0,No
5149,15812767,731,3,0,2,1,1,0,No
5150,15689201,721,1,120108.56,1,0,1,0,No
5151,15614716,515,0,196853.62,1,1,1,0,No
5152,15683618,774,3,121418.62,1,1,1,0,No
5153,15799631,585,10,0,2,1,1,0,No
5154,15692259,695,9,0,2,1,0,0,No
5155,15590966,729,4,97495.8,2,0,0,0,No
5156,15656426,713,3,0,2,0,0,0,No
5157,15675256,555,5,127343.4,1,0,1,0,No
5158,15751185,699,0,158633.61,1,1,0,0,No
5159,15789582,587,9,0,1,1,0,0,No
5160,15651103,762,9,183744.98,1,1,1,0,No
5161,15672299,510,6,0,2,1,1,0,No
5162,15772250,842,9,0,1,0,0,0,No
5163,15763922,608,7,79962.92,2,1,0,0,No
5164,15633870,850,10,0,2,1,1,0,No
5165,15624323,642,4,0,2,1,1,0,No
5166,15688612,850,7,140956.99,1,0,0,0,No
5167,15694644,455,6,0,1,1,1,0,No
5168,15587174,726,7,0,2,1,1,1,No
5169,15579559,544,8,145241.63,1,1,1,0,No
5170,15775430,651,7,138008.06,2,1,0,0,No
5171,15623695,814,4,0,2,1,1,0,No
5172,15760849,537,2,0,2,1,1,0,No
5173,15813095,553,2,0,2,1,0,0,No
5174,15705281,800,9,0,1,1,0,0,No
5175,15812594,791,7,0,2,1,0,0,No
5176,15626322,699,9,127570.93,2,1,0,0,No
5177,15723105,756,6,0,1,1,1,0,No
5178,15588449,591,5,107812.67,1,0,1,1,No
5179,15794849,850,7,91560.58,2,0,0,0,No
5180,15620000,760,6,121303.77,2,1,1,0,No
5181,15799720,569,8,161546.68,2,0,1,0,No
5182,15711287,661,5,128415.45,1,1,0,0,No
5183,15613102,670,2,57530.06,1,1,1,1,No
5184,15621440,694,1,0,2,0,1,0,No
5185,15677146,728,4,142243.54,2,1,0,0,No
5186,15801169,764,9,138341.51,1,1,0,1,No
5187,15722425,639,9,0,2,1,0,0,No
5188,15682421,683,2,0,2,0,1,1,No
5189,15691910,663,4,0,3,1,0,0,No
5190,15721779,826,5,146466.46,2,0,0,0,No
5191,15579548,735,5,0,2,1,0,0,No
5192,15681075,682,1,0,1,1,1,0,No
5193,15607884,663,8,0,2,1,1,0,No
5194,15767757,562,9,120307.58,1,1,1,0,No
5195,15791550,696,4,87637.26,2,0,0,0,No
5196,15658589,850,2,94652.04,1,1,1,0,No
5197,15670822,719,7,114415.84,1,1,1,0,No
5198,15629744,804,8,0,2,0,1,0,No
5199,15660768,604,1,84315.02,1,0,0,0,No
5200,15726310,782,3,0,2,1,0,0,No
5201,15641298,512,9,93955.83,2,1,0,0,No
5202,15625675,569,1,67087.69,1,1,0,0,No
5203,15713354,597,6,101528.61,1,1,0,1,No
5204,15633866,753,1,110824.52,1,1,1,0,No
5205,15704231,430,8,0,1,1,1,0,No
5206,15735400,756,8,179960.2,1,1,0,0,No
5207,15632826,493,3,134006.77,1,1,0,0,No
5208,15751022,777,10,121532.17,2,1,1,0,No
5209,15664737,779,7,0,2,1,1,0,No
5210,15681126,702,2,0,1,1,1,0,No
5211,15738954,551,7,129717.3,2,0,0,0,No
5212,15662263,749,4,94762.16,2,1,1,0,No
5213,15621611,742,5,155196.17,1,0,1,1,No
5214,15783752,752,4,129514.99,1,1,1,0,No
5215,15709474,740,3,113386.36,2,1,1,1,No
5216,15701280,576,3,0,1,0,1,1,No
5217,15671104,637,3,172196.23,1,1,1,0,No
5218,15796434,724,5,97612.12,1,1,1,0,No
5219,15781505,685,4,104719.94,2,1,0,0,No
5220,15625819,625,7,0,1,1,0,0,No
5221,15753174,571,9,139592.98,3,1,0,1,No
5222,15654067,584,4,0,2,1,0,0,No
5223,15724719,550,7,139096.85,1,1,0,0,No
5224,15624695,662,7,140301.72,1,0,1,0,No
5225,15718216,803,3,0,1,1,0,0,No
5226,15586300,615,7,0,2,1,1,0,No
5227,15783349,481,1,111233.09,1,1,1,0,No
5228,15725767,701,3,0,2,1,0,0,No
5229,15791925,751,10,147737.63,1,0,1,0,No
5230,15793585,675,8,0,2,1,1,0,No
5231,15576641,733,5,125725.02,2,1,1,0,No
5232,15749519,822,6,128289.7,3,1,0,1,No
5233,15684960,559,5,0,1,1,0,1,No
5234,15591286,731,4,88826.07,1,1,1,1,No
5235,15668323,678,1,143443.61,1,1,0,1,No
5236,15608528,645,9,0,4,1,1,1,No
5237,15645184,701,2,0,2,1,0,0,No
5238,15702566,554,8,149134.46,1,1,1,0,No
5239,15660840,723,3,124119.54,1,1,0,0,No
5240,15750811,766,3,116822.7,1,0,0,0,No
5241,15733842,597,1,103219.47,1,1,0,0,No
5242,15581526,574,1,0,2,0,0,0,No
5243,15662751,655,0,81954.6,1,1,1,1,No
5244,15684319,780,10,95196.26,1,1,0,1,No
5245,15702190,672,5,0,2,1,1,0,No
5246,15588517,717,7,0,2,1,1,0,No
5247,15801863,521,2,136555.01,2,1,1,0,No
5248,15584271,633,5,0,1,1,1,0,No
5249,15700366,669,3,119452.03,1,1,1,0,No
5250,15804038,740,9,0,1,0,1,1,No
5251,15720820,462,9,69881.09,2,0,1,0,No
5252,15743759,619,5,0,2,1,1,0,No
5253,15749947,665,7,0,2,1,1,0,No
5254,15670496,655,9,0,2,0,0,0,No
5255,15746664,463,8,204223.03,1,1,0,0,No
5256,15745533,799,1,110314.21,2,1,0,1,No
5257,15761497,713,1,163760.82,1,0,0,1,No
5258,15628600,807,1,141069.18,3,1,1,0,No
5259,15627002,728,1,115934.74,1,1,1,0,No
5260,15614635,582,2,151457.88,1,0,1,0,No
5261,15731281,704,3,154206.07,2,1,1,0,No
5262,15814022,714,9,89928.99,1,1,0,0,No
5263,15659194,628,8,89182.09,1,1,1,0,No
5264,15745030,809,1,79706.25,2,1,0,0,No
5265,15691817,547,5,0,3,0,0,1,No
5266,15707488,560,5,0,2,1,0,0,No
5267,15784700,811,7,117799.28,1,1,1,0,No
5268,15710397,584,4,0,2,1,0,0,No
5269,15687648,691,1,0,2,0,0,0,No
5270,15732281,680,6,146422.22,1,1,0,1,No
5271,15607230,588,9,150186.22,2,1,1,0,No
5272,15567630,721,6,100275.88,1,1,0,1,No
5273,15587507,850,6,0,1,1,0,1,No
5274,15733904,529,9,147493.89,1,1,0,0,No
5275,15709511,622,8,0,2,1,0,0,No
5276,15579616,683,8,0,2,0,1,0,No
5277,15694852,575,4,121823.4,2,1,1,0,No
5278,15589924,577,1,0,2,1,1,0,No
5279,15799300,510,0,113688.63,1,1,0,1,No
5280,15731330,652,7,100471.34,1,1,1,0,No
5281,15694129,569,3,100032.52,1,1,0,1,No
5282,15620372,687,3,0,2,0,0,0,No
5283,15744622,822,8,116358,1,1,0,0,No
5284,15799815,656,4,163549.63,1,0,1,0,No
5285,15759250,745,3,99183.9,1,1,1,0,No
5286,15732643,386,1,131955.07,1,1,1,1,No
5287,15690540,684,1,134177.06,1,0,0,0,No
5288,15803078,635,1,0,2,1,0,0,No
5289,15652180,582,2,0,2,1,1,0,No
5290,15741195,613,5,0,1,1,1,0,No
5291,15743490,795,9,94348.94,1,1,0,1,No
5292,15575510,659,2,155584.21,1,0,1,0,No
5293,15732610,745,6,0,2,1,0,0,No
5294,15602909,604,10,0,2,1,1,0,No
5295,15734058,509,9,170661.47,1,1,1,0,No
5296,15801788,706,6,185544.36,1,1,0,0,No
5297,15702462,619,6,52831.13,1,1,1,1,No
5298,15683416,572,8,97750.07,3,1,1,1,No
5299,15794187,695,6,114007.5,2,1,0,0,No
5300,15792989,543,1,104308.77,1,1,1,0,No
5301,15613734,640,6,84719.13,2,1,1,0,No
5302,15606177,672,2,0,2,1,0,0,No
5303,15636700,701,9,140236.98,1,0,1,0,No
5304,15645766,634,9,0,2,1,1,0,No
5305,15671345,531,6,75302.85,2,0,0,0,No
5306,15652469,699,1,0,2,1,0,0,No
5307,15749638,605,9,104760.82,1,1,1,1,No
5308,15728706,534,7,0,1,1,0,1,No
5309,15735439,449,1,113693,1,0,0,0,No
5310,15778696,684,5,174180.39,1,1,0,0,No
5311,15624744,622,9,115766.26,1,0,0,1,No
5312,15584338,714,0,0,2,1,0,0,No
5313,15726178,712,8,0,2,1,0,0,No
5314,15794939,783,5,121215.9,2,1,1,0,No
5315,15788068,743,10,144677.19,3,1,0,1,No
5316,15572956,683,5,115350.63,1,1,1,0,No
5317,15780386,654,5,105683.63,1,1,0,0,No
5318,15791114,700,1,135179.49,1,1,0,0,No
5319,15708046,744,0,117551.23,1,1,0,0,No
5320,15719779,645,1,157404.02,2,1,0,0,No
5321,15591550,525,3,77910.23,1,1,0,0,No
5322,15639368,732,0,110942.9,1,0,0,0,No
5323,15699830,721,7,0,2,1,1,0,No
5324,15569264,622,5,179305.09,1,1,1,0,No
5325,15595158,654,5,150593.59,2,1,1,0,No
5326,15599126,529,0,123815.86,1,1,1,1,No
5327,15650575,720,6,0,2,1,1,1,No
5328,15641490,850,8,69385.17,2,1,0,0,No
5329,15680234,667,2,138032.15,1,1,0,0,No
5330,15592230,620,3,0,2,1,1,0,No
5331,15626212,616,9,0,1,1,1,0,No
5332,15700627,637,2,143500.82,1,1,0,1,No
5333,15782641,710,3,119670.18,1,1,0,0,No
5334,15784445,717,1,99106.73,1,0,0,0,No
5335,15813681,786,2,120135.55,2,1,1,0,No
5336,15596649,651,8,0,1,1,0,0,No
5337,15700460,530,4,120905.03,1,0,1,1,No
5338,15724076,815,5,0,3,0,0,1,No
5339,15784000,715,9,102277.52,1,0,0,1,No
5340,15733966,496,4,125292.53,1,1,1,1,No
5341,15612667,680,0,0,1,1,0,0,No
5342,15654025,646,4,101629.3,1,0,0,0,No
5343,15589431,807,1,171937.27,1,1,1,0,No
5344,15578238,727,7,0,2,1,0,0,No
5345,15566269,787,5,0,2,1,0,0,No
5346,15639217,806,6,0,2,0,0,0,No
5347,15688644,603,1,129743.75,1,1,0,0,No
5348,15662426,649,1,0,1,0,1,1,No
5349,15720511,547,3,151191.31,1,1,0,1,No
5350,15567246,684,3,102630.13,2,1,1,0,No
5351,15647965,477,9,114023.64,2,1,1,1,No
5352,15679048,558,2,124227.14,1,1,1,0,No
5353,15675749,695,1,0,2,1,1,0,No
5354,15782181,592,6,80285.16,1,1,0,1,No
5355,15795738,789,4,175477.15,1,1,1,0,No
5356,15773751,597,1,132144.35,1,1,0,0,No
5357,15655436,839,2,136911.07,1,1,1,1,No
5358,15691396,405,5,133299.67,2,1,1,0,No
5359,15796958,658,7,0,2,1,0,0,No
5360,15801832,684,1,117691,1,1,1,1,No
5361,15661349,633,10,0,2,1,0,0,No
5362,15719265,589,9,0,2,1,0,0,No
5363,15779985,750,1,133199.71,2,1,1,0,No
5364,15663410,771,5,135506.58,3,1,1,1,No
5365,15704144,812,2,127154.14,2,0,1,0,No
5366,15774104,539,2,0,2,1,1,0,No
5367,15812230,670,5,49508.79,3,1,1,0,No
5368,15742848,673,5,0,1,1,1,0,No
5369,15745326,538,3,75051.49,1,0,0,1,No
5370,15674541,575,8,123925.23,1,0,0,1,No
5371,15728564,682,6,0,2,0,1,1,No
5372,15580701,712,3,153819.58,1,1,0,1,No
5373,15688973,598,5,0,2,1,1,0,No
5374,15709412,776,6,0,2,0,1,0,No
5375,15607753,606,10,70417.79,1,0,1,0,No
5376,15705352,686,7,111484.88,1,1,1,0,No
5377,15602500,850,1,146343.98,1,0,1,0,No
5378,15672437,642,1,160541,2,1,1,0,No
5379,15720968,606,2,130274.26,2,1,0,0,No
5380,15730796,627,7,98993.02,1,1,1,0,No
5381,15768219,850,0,0,2,1,0,0,No
5382,15663883,850,9,141827.33,2,1,1,0,No
5383,15589296,724,6,110054.45,1,1,1,0,No
5384,15586425,579,4,0,2,1,1,0,No
5385,15679813,727,1,0,1,1,0,0,No
5386,15681410,813,6,98088.09,1,0,1,1,No
5387,15668283,642,9,118317.27,4,0,0,1,No
5388,15624072,669,10,0,2,1,0,0,No
5389,15669664,574,1,99774.5,1,0,0,1,No
5390,15682728,774,4,0,2,0,0,0,No
5391,15573851,735,1,0,3,0,0,1,No
5392,15733661,639,8,133806.54,2,1,0,0,No
5393,15710012,738,2,0,2,1,0,1,No
5394,15763327,835,8,124993.29,2,1,1,0,No
5395,15668853,637,0,157622.58,1,1,1,0,No
5396,15639303,589,5,126111.61,1,0,1,0,No
5397,15691011,591,9,161651.37,2,1,1,0,No
5398,15638513,723,7,142856.95,2,0,0,0,No
5399,15648933,831,3,111100.98,1,1,1,1,No
5400,15628904,733,8,102918.38,1,1,1,0,No
5401,15644788,731,5,0,2,1,0,0,No
5402,15598161,654,10,0,2,1,0,0,No
5403,15745624,828,4,0,2,1,0,0,No
5404,15733169,590,7,125265.61,1,1,1,0,No
5405,15801417,657,4,82500.28,1,1,1,0,No
5406,15592707,531,2,175754.87,2,1,1,0,No
5407,15593954,516,6,109387.33,1,0,0,0,No
5408,15714431,561,1,100443.36,2,0,1,0,No
5409,15638257,682,0,83102.72,2,1,1,0,No
5410,15690939,575,7,0,1,1,1,0,No
5411,15723613,623,4,0,2,1,0,0,No
5412,15813640,642,7,0,2,1,0,0,No
5413,15707322,779,2,115290.27,1,0,0,1,No
5414,15588918,671,6,0,2,1,0,0,No
5415,15600357,495,1,140197.71,2,1,0,0,No
5416,15747014,850,1,105245.34,1,0,1,0,No
5417,15809830,630,8,0,2,0,1,0,No
5418,15662245,588,1,0,2,1,1,0,No
5419,15651075,562,3,142296.13,1,0,1,0,No
5420,15594456,740,4,99097.33,1,1,1,1,No
5421,15583462,695,5,171069.39,2,1,1,0,No
5422,15757661,589,7,0,2,0,0,0,No
5423,15729117,607,1,102523.88,1,1,1,0,No
5424,15749671,794,6,0,2,1,1,0,No
5425,15566253,580,9,143391.07,1,0,0,1,No
5426,15595153,644,8,106022.73,2,0,0,0,No
5427,15698572,636,1,0,1,1,0,0,No
5428,15674149,599,3,128960.21,2,1,1,0,No
5429,15623082,507,2,0,2,1,0,0,No
5430,15797905,682,7,0,2,1,0,0,No
5431,15746028,714,7,0,2,1,0,0,No
5432,15582951,696,8,126442.59,1,1,0,0,No
5433,15616471,599,0,0,1,1,1,0,No
5434,15641575,577,2,127261.35,1,1,0,0,No
5435,15638803,733,5,0,2,1,0,0,No
5436,15808283,647,4,0,1,1,0,0,No
5437,15811200,831,2,0,2,0,0,0,No
5438,15733476,543,6,73481.05,1,1,1,0,No
5439,15633274,679,7,160515.37,1,1,0,0,No
5440,15582168,713,4,149525.34,2,1,0,0,No
5441,15807269,690,2,166522.78,1,0,0,1,No
5442,15602979,751,1,135536.5,1,1,0,0,No
5443,15660417,613,10,120481.69,1,0,0,1,No
5444,15590199,701,1,103421.32,1,0,1,0,No
5445,15641794,698,5,135658.73,2,0,1,0,No
5446,15779174,451,2,0,2,1,1,0,No
5447,15785547,665,8,191402.82,2,1,0,0,No
5448,15795124,726,9,94504.35,1,0,1,0,No
5449,15718912,608,5,126147.84,1,0,1,1,No
5450,15592028,549,7,0,1,1,1,0,No
5451,15580227,803,6,0,2,1,0,0,No
5452,15657830,663,4,87624.03,2,1,0,0,No
5453,15798256,558,1,153697.53,2,0,0,1,No
5454,15643819,714,4,0,2,0,0,0,No
5455,15754301,704,5,0,1,1,0,0,No
5456,15726855,805,9,116585.97,1,1,0,1,No
5457,15755225,659,9,134464.58,2,1,0,0,No
5458,15725221,738,10,83008.31,1,1,1,0,No
5459,15789055,635,2,113635.16,1,1,0,0,No
5460,15617507,530,7,0,2,1,0,0,No
5461,15668894,661,5,122552.48,2,0,1,0,No
5462,15589563,531,2,118899.45,2,0,0,0,No
5463,15693162,694,5,99713.87,1,0,0,0,No
5464,15750099,731,6,0,1,0,0,0,No
5465,15795540,556,2,134208.22,1,0,1,0,No
5466,15794941,647,1,85906.65,3,1,0,0,No
5467,15611848,850,3,137714.25,1,0,1,0,No
5468,15581237,573,1,160777.9,1,1,1,0,No
5469,15738150,591,5,0,2,1,1,0,No
5470,15678571,723,4,0,2,0,0,0,No
5471,15736124,617,1,102585.88,2,1,1,0,No
5472,15623202,704,10,102556.18,2,1,0,1,No
5473,15804201,457,4,126772.57,1,0,1,0,No
5474,15596863,787,3,158373.23,1,1,1,0,No
5475,15696277,651,9,0,2,1,0,0,No
5476,15748608,612,5,141927.1,1,1,1,0,No
5477,15723864,828,1,109876.82,2,1,0,1,No
5478,15802390,724,2,0,2,1,1,0,No
5479,15774336,648,9,111369.79,2,1,1,0,No
5480,15648766,569,3,116969.35,1,0,0,0,No
5481,15659094,765,8,136729.51,2,0,0,0,No
5482,15606397,577,1,152086.15,1,0,1,1,No
5483,15642619,603,2,0,2,1,0,0,No
5484,15666032,568,1,127289.28,1,0,0,0,No
5485,15595842,748,2,119852.01,1,0,0,1,No
5486,15753837,573,4,0,2,1,1,0,No
5487,15783882,771,5,0,2,0,1,0,No
5488,15799790,763,9,0,1,1,1,0,No
5489,15628155,410,7,117183.74,1,1,1,0,No
5490,15703778,728,8,129907.63,1,0,1,0,No
5491,15722322,655,2,0,2,0,1,0,No
5492,15639278,580,6,145387.32,2,1,1,1,No
5493,15568487,712,7,124616.23,1,1,1,0,No
5494,15682084,680,9,0,2,1,0,0,No
5495,15642821,383,8,95808.19,1,0,0,1,No
5496,15601387,721,10,0,2,1,0,0,No
5497,15642515,620,1,0,2,0,1,0,No
5498,15710421,774,8,117152.3,1,0,0,0,No
5499,15726774,563,3,106250.72,1,0,0,0,No
5500,15649078,850,8,111837.78,2,1,1,0,No
5501,15641877,681,9,97023.21,1,1,1,0,No
5502,15796496,631,8,137687.72,1,1,0,0,No
5503,15815690,614,3,113348.5,1,1,1,0,No
5504,15631739,704,10,122109.78,1,1,1,0,No
5505,15625584,786,2,120452.4,2,0,0,0,No
5506,15802466,534,7,0,2,1,1,0,No
5507,15697028,590,0,65812.35,2,0,1,0,No
5508,15575759,583,3,54428.37,1,1,0,1,No
5509,15567442,656,3,0,2,1,1,0,No
5510,15746805,597,9,0,2,1,0,0,No
5511,15636330,588,1,143279.58,2,1,0,1,No
5512,15714970,667,0,103846.65,1,1,0,0,No
5513,15653784,627,2,125190.86,1,0,1,0,No
5514,15693543,708,8,0,2,0,1,0,No
5515,15773283,641,6,38340.02,1,1,0,1,No
5516,15742534,527,2,123802.98,2,1,1,0,No
5517,15569878,592,3,96651.03,1,1,1,0,No
5518,15729454,465,8,0,2,1,0,0,No
5519,15578375,628,6,0,2,0,0,0,No
5520,15785559,678,1,133237.21,1,1,0,1,No
5521,15649414,570,6,142105.35,1,1,1,0,No
5522,15701605,815,1,166115.42,1,1,0,0,No
5523,15686696,817,6,81070.34,2,1,0,0,No
5524,15625586,717,4,0,1,1,1,0,No
5525,15654975,641,0,123835.52,2,0,1,0,No
5526,15782993,624,10,123401.43,2,1,1,0,No
5527,15774382,579,4,169377.31,1,1,1,0,No
5528,15689602,698,2,130015.24,1,1,1,0,No
5529,15756155,645,4,0,2,0,1,0,No
5530,15812647,691,8,133936.04,2,1,0,0,No
5531,15736043,638,6,114543.27,1,1,1,0,No
5532,15696744,705,3,119794.67,1,0,0,0,No
5533,15602572,720,9,0,2,1,1,0,No
5534,15674765,553,4,0,1,1,0,0,No
5535,15678725,658,8,0,2,0,1,0,No
5536,15694444,648,8,157138.99,3,1,0,1,No
5537,15795878,636,3,0,2,1,1,0,No
5538,15735346,527,10,136733.24,1,1,1,0,No
5539,15687094,717,9,82498.14,2,0,0,0,No
5540,15790067,614,3,151914.93,1,0,0,0,No
5541,15605742,737,0,80090.93,1,1,0,1,No
5542,15566740,587,3,83739.32,1,0,1,0,No
5543,15664897,682,2,181166.44,1,1,1,1,No
5544,15585777,710,3,130588.82,1,1,1,0,No
5545,15650864,507,6,0,2,1,0,0,No
5546,15806709,609,6,94126.67,1,0,0,0,No
5547,15633818,786,9,0,2,1,0,0,No
5548,15713845,688,7,148045.68,1,1,0,1,No
5549,15639662,710,2,0,2,1,0,0,No
5550,15567013,779,3,0,2,1,0,0,No
5551,15777784,733,6,168165.84,1,0,1,0,No
5552,15800251,583,10,72835.56,2,1,0,0,No
5553,15651315,627,3,0,2,1,0,0,No
5554,15651450,666,3,123212.08,2,1,1,0,No
5555,15784218,620,0,0,2,1,1,0,No
5556,15572398,614,6,0,2,1,1,0,No
5557,15707962,606,6,119501.88,2,1,0,0,No
